INCOME, QUALITY, VOLUME
4.272518559186512232e+07, 7.243093339754117012e+09, 3.064947431759449682e+04
4.062244590855082124e+07, 7.322500510420987129e+09, 3.095615666553600386e+04
3.777610348189157993e+07, 7.438596253999102592e+09, 3.132317514179263526e+04
3.338290588441064954e+07, 7.639741541177239418e+09, 3.178217648374288547e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.982703532496853173e+07, 7.171328378819743156e+09, 2.925616771217717178e+04
4.932105542519076914e+07, 7.097935648193042755e+09, 2.943306782303631189e+04
4.865117243387986720e+07, 7.021481148150115967e+09, 2.959959497949728757e+04
4.782327103350678831e+07, 7.042133496302850723e+09, 2.976782404554794994e+04
4.686931159505575150e+07, 7.082948897451693535e+09, 2.995316495326748918e+04
4.574154622803454846e+07, 7.134507621676163673e+09, 3.015776680676894102e+04
4.438547996738543361e+07, 7.187797372682610512e+09, 3.038699907901292318e+04
4.272508956934644282e+07, 7.243097709749699593e+09, 3.064946173148757589e+04
4.062244590855082124e+07, 7.322500510420987129e+09, 3.095615666553600386e+04
3.777597327080588043e+07, 7.441086626862680435e+09, 3.132315675035392269e+04
3.338290588441064954e+07, 7.639741541177239418e+09, 3.178217648374288547e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
5.001947177500086278e+07, 7.027414357748590469e+09, 2.930322985963337487e+04
4.938356045243646204e+07, 6.996575402508270264e+09, 2.944692918186948009e+04
4.865160018686660379e+07, 7.021539589702287674e+09, 2.959966555451828026e+04
4.782304287917237729e+07, 7.043194715437427521e+09, 2.976789793664815807e+04
4.686931159505575150e+07, 7.082948897451693535e+09, 2.995316495326748918e+04
4.574196360727783293e+07, 7.134072722418275833e+09, 3.015778188338389737e+04
4.438547996738543361e+07, 7.187797372682610512e+09, 3.038699907901292318e+04
4.272525905623270571e+07, 7.246827622468682289e+09, 3.064945861288658125e+04
4.062244590855082124e+07, 7.322500510420987129e+09, 3.095615666553600386e+04
3.777616453251960874e+07, 7.442403200477269173e+09, 3.132315852873261247e+04
3.338282515213399008e+07, 7.640503569206479073e+09, 3.178215751114136583e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
5.003129031192819029e+07, 6.985428014191413879e+09, 2.930611627324696019e+04
4.938390786458871514e+07, 6.996589693038452148e+09, 2.944685772247767454e+04
4.865160018686660379e+07, 7.021539589702287674e+09, 2.959966555451828026e+04
4.782339029132463038e+07, 7.043209477535083771e+09, 2.976782383128877700e+04
4.686877392736443132e+07, 7.080113243295542717e+09, 2.995308294527393809e+04
4.574180609389422089e+07, 7.134521056305072784e+09, 3.015781213255653711e+04
4.438547996738543361e+07, 7.187797372682610512e+09, 3.038699907901292318e+04
4.272518559186512232e+07, 7.243093339754117012e+09, 3.064947431759449682e+04
4.062244590855082124e+07, 7.322500510420987129e+09, 3.095615666553600386e+04
3.777608215050543845e+07, 7.440221791908961296e+09, 3.132316392796758009e+04
3.338312783191425353e+07, 7.644979165362221718e+09, 3.178217652325047311e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
5.003138900022054464e+07, 6.984872939221637726e+09, 2.930612081454662984e+04
4.938347063288268447e+07, 6.996549241344776154e+09, 2.944686390099934943e+04
4.865159721666000783e+07, 7.021677256293515205e+09, 2.959965891145868954e+04
4.782339029132463038e+07, 7.043209477535083771e+09, 2.976782383128877700e+04
4.686920254124650359e+07, 7.082534567000075340e+09, 2.995314302257383315e+04
4.574180609389422089e+07, 7.134521056305072784e+09, 3.015781213255653711e+04
4.438537643125976622e+07, 7.187747243236388206e+09, 3.038701710283332432e+04
4.272535115781990439e+07, 7.247095937029784203e+09, 3.064950248220041976e+04
4.062244590855082124e+07, 7.322500510420987129e+09, 3.095615666553600386e+04
3.777639169460684061e+07, 7.440887983205385208e+09, 3.132317418696786990e+04
3.338312783191425353e+07, 7.644979165362221718e+09, 3.178217652325047311e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
5.003130848812338710e+07, 6.985343673829251289e+09, 2.930615629296446059e+04
4.938356045243646204e+07, 6.996574930940794945e+09, 2.944693182783705561e+04
4.865130670568643510e+07, 7.023333101065106392e+09, 2.959962935905985796e+04
4.782365995006477088e+07, 7.046538847148773193e+09, 2.976785626732979654e+04
4.686931159505575150e+07, 7.082948897451693535e+09, 2.995316495326748918e+04
4.574166891661774367e+07, 7.133894284981635094e+09, 3.015774485654745513e+04
4.438537643125976622e+07, 7.187747243236388206e+09, 3.038701710283332432e+04
4.272543296070907265e+07, 7.248065564296428680e+09, 3.064949498883662091e+04
4.062244590855082124e+07, 7.322500510420987129e+09, 3.095615666553600386e+04
3.777639169460684061e+07, 7.440887983205385208e+09, 3.132317418696786990e+04
3.338312783191425353e+07, 7.644979165362221718e+09, 3.178217652325047311e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.464979859504336119e+07, 8.009147107842379570e+09, 2.743708024718090383e+04
4.433014751745643467e+07, 7.990674425866656303e+09, 2.781180904053605263e+04
4.395364194262798131e+07, 7.968879551477317810e+09, 2.818965145667447723e+04
4.351612753496758640e+07, 7.943551992511027336e+09, 2.857409496338620011e+04
4.301055669696900249e+07, 7.914286266270100594e+09, 2.896848295326983862e+04
4.242549530319951475e+07, 7.880424934164799690e+09, 2.937623686807315971e+04
4.173235728885710984e+07, 7.840325193518622398e+09, 2.979971674893886302e+04
4.087272442104385793e+07, 7.790570294149287224e+09, 3.024116866934095378e+04
3.975179213284073770e+07, 7.725661519852909088e+09, 3.070594432953170690e+04
3.805041039204133302e+07, 7.627238312072161674e+09, 3.119773742043848324e+04
3.407769352699630708e+07, 7.604602316236753464e+09, 3.171778478287985126e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
4.632682520438231528e+07, 7.857215966411886215e+09, 2.789809289923064716e+04
4.599088971345995367e+07, 7.832697239109393120e+09, 2.822627387877510773e+04
4.560773760203246027e+07, 7.804757454332634926e+09, 2.856123958212761863e+04
4.517795143659546226e+07, 7.773411370084611893e+09, 2.890594983793077336e+04
4.468489307880510390e+07, 7.737485411446990967e+09, 2.926122273486818813e+04
4.410235327949141711e+07, 7.694961140427211761e+09, 2.962744231884752662e+04
4.338522668636839092e+07, 7.642675100652129173e+09, 3.000602874825117760e+04
4.244840191972009838e+07, 7.574332534277697563e+09, 3.039850286770458479e+04
4.112799576347979158e+07, 7.478038827656995773e+09, 3.080902647024984981e+04
3.859327273438578099e+07, 7.404142123476088524e+09, 3.122487205140314472e+04
3.407788418977576494e+07, 7.604360365416572571e+09, 3.171776634495898179e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
4.757684687824414670e+07, 7.718242538285988808e+09, 2.824089664871133209e+04
4.724559433439228684e+07, 7.689076167744620323e+09, 2.853958462601701103e+04
4.687432767945048213e+07, 7.656418402763176918e+09, 2.884584753555124553e+04
4.644676589991239458e+07, 7.618794567462126732e+09, 2.915958613552181851e+04
4.593269958940023929e+07, 7.573541699739282608e+09, 2.947933143308701619e+04
4.531640846024913341e+07, 7.519307748534528732e+09, 2.980925050992708930e+04
4.452116427881535143e+07, 7.449316704269228935e+09, 3.014781080590218335e+04
4.341523914813330024e+07, 7.352001245151247978e+09, 3.049503777768815416e+04
4.147238266872235388e+07, 7.287718365258460045e+09, 3.083480506148764835e+04
3.859335063275081664e+07, 7.404427292109093666e+09, 3.122484703542089119e+04
3.407803212526573241e+07, 7.604655602134897232e+09, 3.171775394548020631e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
4.856653830265179276e+07, 7.590058157736644745e+09, 2.851262694580818788e+04
4.823541231889025122e+07, 7.555928851910111427e+09, 2.878696299337500386e+04
4.785197384731530398e+07, 7.516404778345764160e+09, 2.906543968676951044e+04
4.740132564451253414e+07, 7.469957233827776909e+09, 2.934996386645573511e+04
4.685895627744840831e+07, 7.414072989461328506e+09, 2.964098633076732949e+04
4.616179490157306939e+07, 7.342281966389800072e+09, 2.993587775435662479e+04
4.519140523050420731e+07, 7.242204340053587914e+09, 3.023150690947700423e+04
4.360006757367000729e+07, 7.220382963046056747e+09, 3.051349657264442430e+04
4.147238354059636593e+07, 7.290874687950600624e+09, 3.083481556446145987e+04
3.859339563426096737e+07, 7.404301938603947639e+09, 3.122484064389653940e+04
3.407803212526573241e+07, 7.604655602134897232e+09, 3.171775394548020631e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
4.935652990513142943e+07, 7.468125998996094704e+09, 2.872954908572061322e+04
4.900958759453835338e+07, 7.427201035511913300e+09, 2.898003329756166204e+04
4.860127491862751544e+07, 7.378898056519742966e+09, 2.923388655278127408e+04
4.810608733611676842e+07, 7.320488718343776703e+09, 2.949070581556141406e+04
4.746762934511295706e+07, 7.245122642768993378e+09, 2.974734954030118752e+04
4.658762700072119385e+07, 7.141271582409885406e+09, 2.999967235304413771e+04
4.526109370027913153e+07, 7.151409963896847725e+09, 3.024016012449102345e+04
4.360041850235594809e+07, 7.221192214271076202e+09, 3.051353827530612398e+04
4.147231228340333700e+07, 7.290826301542189598e+09, 3.083480790722259553e+04
3.859313166275260597e+07, 7.403308062058976173e+09, 3.122483277102635839e+04
3.407777959533601254e+07, 7.604663685673915863e+09, 3.171776783623202937e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
4.997678767626276612e+07, 7.347438614601522446e+09, 2.889985164203882960e+04
4.959950151941765845e+07, 7.297190557528551102e+09, 2.912728704517473307e+04
4.913837409489291161e+07, 7.235576526563238144e+09, 2.935423258658864870e+04
4.853276920661435276e+07, 7.155069386782086372e+09, 2.957594802619460097e+04
4.771153814188926667e+07, 7.045759544550394058e+09, 2.978997194643917828e+04
4.660551073308182508e+07, 7.092794595064069748e+09, 3.000234887465844804e+04
4.526126697050185502e+07, 7.151472415094775200e+09, 3.024018848998631802e+04
4.360041850235594809e+07, 7.221192214271076202e+09, 3.051353827530612398e+04
4.147237744691655785e+07, 7.288927806885213852e+09, 3.083482215459124927e+04
3.859325234521473199e+07, 7.403892524040065765e+09, 3.122484074342715394e+04
3.407822656108824164e+07, 7.607790598638271332e+09, 3.171777252849002252e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
5.044065287983023375e+07, 7.222180425439035416e+09, 2.902727102852404278e+04
5.000081434078937769e+07, 7.156965789969505310e+09, 2.922737080909138604e+04
4.943243121639464051e+07, 7.072632622497784615e+09, 2.942044751181200627e+04
4.865125277471435070e+07, 7.021524827604630470e+09, 2.959973965987766132e+04
4.771121215075671673e+07, 7.045324193926918983e+09, 2.978991023544450218e+04
4.660581756256412715e+07, 7.091828552751731873e+09, 3.000237761038845201e+04
4.526126697050185502e+07, 7.151472415094775200e+09, 3.024018848998631802e+04
4.360041339814817160e+07, 7.221375427136775970e+09, 3.051353043850549147e+04
4.147237744691655785e+07, 7.288927806885213852e+09, 3.083482215459124927e+04
3.859313245536395907e+07, 7.404089706922666550e+09, 3.122490152800671785e+04
3.407830386699579656e+07, 7.607508016068354607e+09, 3.171776246384432307e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
5.073858691063474864e+07, 7.083812913876857758e+09, 2.910914789161264707e+04
5.018143575807739049e+07, 6.992955888288681984e+09, 2.927250013841789769e+04
4.946884346417381614e+07, 6.997322646367610931e+09, 2.942865622315594374e+04
4.865160018686660379e+07, 7.021539589702287674e+09, 2.959966555451828026e+04
4.771146726600623131e+07, 7.045789442342855453e+09, 2.978993183893810419e+04
4.660570447027756274e+07, 7.093556965421153069e+09, 3.000234327852736169e+04
4.526124665261012316e+07, 7.151730518900289536e+09, 3.024020802631353581e+04
4.359996355336909741e+07, 7.219340172312219620e+09, 3.051348982778555001e+04
4.147240641251473129e+07, 7.292399523730987549e+09, 3.083484160596616130e+04
3.859313245536395907e+07, 7.404089706922666550e+09, 3.122490152800671785e+04
3.407822656108824164e+07, 7.607790598638271332e+09, 3.171777252849002252e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
5.081543108777689189e+07, 6.968420339071831703e+09, 2.913010204335489470e+04
5.018235244132530689e+07, 6.979688278856196404e+09, 2.927268567677793908e+04
4.946884346417381614e+07, 6.997322646367610931e+09, 2.942865622315594374e+04
4.865160018686660379e+07, 7.021539589702287674e+09, 2.959966555451828026e+04
4.771125817985521257e+07, 7.045560472919259071e+09, 2.978993018574268717e+04
4.660571776085640490e+07, 7.093692260227764130e+09, 3.000245052954653875e+04
4.526124665261012316e+07, 7.151730518900289536e+09, 3.024020802631353581e+04
4.360009989841227233e+07, 7.220762613106775284e+09, 3.051349137416034864e+04
4.147249415790048987e+07, 7.289110673720142365e+09, 3.083482042697154975e+04
3.859339563426096737e+07, 7.404301938603947639e+09, 3.122484064389653940e+04
3.407822656108824164e+07, 7.607790598638271332e+09, 3.171777252849002252e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
5.081543108777689189e+07, 6.968420339071831703e+09, 2.913010204335489470e+04
5.018235244132530689e+07, 6.979688278856196404e+09, 2.927268567677793908e+04
4.946893843203040212e+07, 6.998799541575987816e+09, 2.942867884347407380e+04
4.865180862974291295e+07, 7.023018678119200706e+09, 2.959965952020799887e+04
4.771125817985521257e+07, 7.045560472919259071e+09, 2.978993018574268717e+04
4.660598295193614811e+07, 7.094055235047335625e+09, 3.000238245862456097e+04
4.526124665261012316e+07, 7.151730518900289536e+09, 3.024020802631353581e+04
4.359996355336909741e+07, 7.219340172312219620e+09, 3.051348982778555001e+04
4.147249415790048987e+07, 7.289110673720142365e+09, 3.083482042697154975e+04
3.859340583999021351e+07, 7.404288380575468063e+09, 3.122483907990411535e+04
3.407822656108824164e+07, 7.607790598638271332e+09, 3.171777252849002252e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
5.081525693069890887e+07, 6.968610428060386658e+09, 2.913013828973707132e+04
5.018235244132530689e+07, 6.979688278856196404e+09, 2.927268567677793908e+04
4.946836208499959111e+07, 6.999039601837650299e+09, 2.942862576687802357e+04
4.865180862974291295e+07, 7.023018678119200706e+09, 2.959965952020799887e+04
4.771125817985521257e+07, 7.045560472919259071e+09, 2.978993018574268717e+04
4.660589239792852104e+07, 7.092955984730409622e+09, 3.000239033090660814e+04
4.526131999763169885e+07, 7.153200226551593781e+09, 3.024016976779064134e+04
4.360033828491300344e+07, 7.221343849006216049e+09, 3.051353158091061050e+04
4.147219688381899893e+07, 7.291531759648713112e+09, 3.083484131306263225e+04
3.859340583999021351e+07, 7.404288380575468063e+09, 3.122483907990411535e+04
3.407822656108824164e+07, 7.607790598638271332e+09, 3.171777252849002252e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
5.081525693069890887e+07, 6.968610428060386658e+09, 2.913013828973707132e+04
5.018236587590972334e+07, 6.980351545966003418e+09, 2.927260164005506522e+04
4.946893843203040212e+07, 6.998799541575987816e+09, 2.942867884347407380e+04
4.865180862974291295e+07, 7.023018678119200706e+09, 2.959965952020799887e+04
4.771152378054311872e+07, 7.045564107633701324e+09, 2.978991361794398108e+04
4.660598295193614811e+07, 7.094055235047335625e+09, 3.000238245862456097e+04
4.526154168806687742e+07, 7.153182296560644150e+09, 3.024018229427448750e+04
4.360041850235594809e+07, 7.221192214271076202e+09, 3.051353827530612398e+04
4.147219688381899893e+07, 7.291531759648713112e+09, 3.083484131306263225e+04
3.859339563426096737e+07, 7.404301938603947639e+09, 3.122484064389653940e+04
3.407822656108824164e+07, 7.607790598638271332e+09, 3.171777252849002252e+04
1.877446210501623899e+07, 8.266277716087329865e+09, 3.243611605364702700e+04
4.606981096994867921e+07, 7.952563906215564728e+09, 2.716880361773215918e+04
4.576479622375423461e+07, 7.932409393854815483e+09, 2.756047501934332831e+04
4.540558620490909368e+07, 7.908638793847310066e+09, 2.795581624765197193e+04
4.498065747749914974e+07, 7.880540603243166924e+09, 2.835664443884218781e+04
4.448429620450054854e+07, 7.847697008305055618e+09, 2.876741964933438794e+04
4.391117676738915592e+07, 7.809803535084127426e+09, 2.919343682233331492e+04
4.322346688292072713e+07, 7.764322321179200172e+09, 2.963579798882365139e+04
4.235886025567483157e+07, 7.707113564441666603e+09, 3.009717785122104760e+04
4.118068543320728093e+07, 7.629196423826053619e+09, 3.058108786004787544e+04
3.931289564962746203e+07, 7.505676961550088882e+09, 3.109285969948275670e+04
3.489065526897046715e+07, 7.573627161570883751e+09, 3.163832624233841489e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
4.767699790094782412e+07, 7.797538605052565575e+09, 2.767329730333810585e+04
4.735673973980333656e+07, 7.770846436312144279e+09, 2.801463236198907907e+04
4.698897974160347879e+07, 7.740196679743082047e+09, 2.836236838692337915e+04
4.657263222729448974e+07, 7.705496129172595978e+09, 2.871998512025195305e+04
4.609445617409210652e+07, 7.665630353210536003e+09, 2.908900642169144339e+04
4.550973784652448446e+07, 7.616875439859788895e+09, 2.946705237929435680e+04
4.478401693356389552e+07, 7.556371610170916557e+09, 2.985836251094186809e+04
4.381591923173993081e+07, 7.475727970855406761e+09, 3.026350920798593870e+04
4.235386784065215290e+07, 7.353861632528280258e+09, 3.068150136433128864e+04
3.952618321544690430e+07, 7.361244432208927155e+09, 3.110503170365225742e+04
3.489045000735656917e+07, 7.573816004821898460e+09, 3.163835829139149791e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
4.886589017624033988e+07, 7.655790006797253609e+09, 2.804611621859478328e+04
4.854704815732308477e+07, 7.623750701335288048e+09, 2.835434699652951167e+04
4.818693597362434864e+07, 7.587510970832685471e+09, 2.866994939316752425e+04
4.776573659196811914e+07, 7.545118596861840248e+09, 2.899233259627752705e+04
4.726025020115710795e+07, 7.494271963152606964e+09, 2.932172493188575754e+04
4.664124537429815531e+07, 7.431976013107664108e+09, 2.966063015593816817e+04
4.581434341398577392e+07, 7.348925650687644958e+09, 3.000539224778770586e+04
4.457418881849924475e+07, 7.224214367000704765e+09, 3.034999808138233493e+04
4.245739657707834989e+07, 7.251095046793178558e+09, 3.069037204601618942e+04
3.952618321544690430e+07, 7.361244432208927155e+09, 3.110503170365225742e+04
3.489032857512097806e+07, 7.572879574682274818e+09, 3.163832019614142700e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
4.979502976130912453e+07, 7.524374432630131721e+09, 2.833763812879256147e+04
4.947445762128148973e+07, 7.486632949882207870e+09, 2.861879733551171739e+04
4.909838407874982804e+07, 7.442295243576056480e+09, 2.890391351735375429e+04
4.864961947717027366e+07, 7.389490676127497673e+09, 2.919402074619838095e+04
4.809288092598263919e+07, 7.323875305296842575e+09, 2.948806230346596203e+04
4.735095141534421593e+07, 7.236501756621391296e+09, 2.978223785551853143e+04
4.624915016118878871e+07, 7.106804152815810204e+09, 3.006733547056940006e+04
4.459392109295304120e+07, 7.178726606574145317e+09, 3.035225186077392937e+04
4.245739657707834989e+07, 7.251094731027252197e+09, 3.069037168622624813e+04
3.952618321544690430e+07, 7.361244432208927155e+09, 3.110503170365225742e+04
3.489089943245211989e+07, 7.576950375641701698e+09, 3.163834922886708227e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
5.052584511480470002e+07, 7.398157553555580139e+09, 2.856694644818328743e+04
5.018537386365512013e+07, 7.352239491918702126e+09, 2.882158955163409337e+04
4.977526652762836218e+07, 7.296856220136590958e+09, 2.907772341361778672e+04
4.926104301044240594e+07, 7.227551745845815659e+09, 2.933356583825790949e+04
4.856419074939192086e+07, 7.133557223664080620e+09, 2.958222414227405534e+04
4.756396449814427644e+07, 7.053428232039900780e+09, 2.981884897443091177e+04
4.624873995557512343e+07, 7.103693061806191444e+09, 3.006737462966587191e+04
4.459390020944219828e+07, 7.178215634758556366e+09, 3.035224694758968326e+04
4.245749862403266132e+07, 7.250032418892983437e+09, 3.069035303594109064e+04
3.952618321544690430e+07, 7.361244432208927155e+09, 3.110503170365225742e+04
3.489089943245211989e+07, 7.576950375641701698e+09, 3.163834922886708227e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
5.108401260751890391e+07, 7.270888834956915855e+09, 2.874216630777696992e+04
5.070206231034450978e+07, 7.212754872092998505e+09, 2.896903517839298365e+04
5.021799523977126926e+07, 7.139070311203874588e+09, 2.919144951441165176e+04
4.956324306307283044e+07, 7.039422891262070656e+09, 2.940253497170724586e+04
4.865160100214452296e+07, 7.022157692269488335e+09, 2.959967768800037811e+04
4.756426973950184882e+07, 7.057805923154696465e+09, 2.981876267075723081e+04
4.624873995557512343e+07, 7.103693061806191444e+09, 3.006737462966587191e+04
4.459386146326182783e+07, 7.179018101957486153e+09, 3.035224777872611958e+04
4.245749862403266132e+07, 7.250032418892983437e+09, 3.069035303594109064e+04
3.952608359429773688e+07, 7.362941845079234123e+09, 3.110505972995409320e+04
3.489089943245211989e+07, 7.576950375641701698e+09, 3.163834922886708227e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
5.147996098233217001e+07, 7.135260053808102608e+09, 2.886634861592090238e+04
5.101595122694859654e+07, 7.056763711812309265e+09, 2.905858466577017680e+04
5.037112243112953007e+07, 6.976689973623836517e+09, 2.923076107055659668e+04
4.957567491104295850e+07, 6.991828622914958954e+09, 2.940539295921451412e+04
4.865160018686660379e+07, 7.021539589702287674e+09, 2.959966555451828026e+04
4.756426973950184882e+07, 7.057805914281888008e+09, 2.981876094131379068e+04
4.624927665952417254e+07, 7.105488755027390480e+09, 3.006732251521082435e+04
4.459386146326182783e+07, 7.179018101957486153e+09, 3.035224777872611958e+04
4.245754153248997033e+07, 7.252488775325439453e+09, 3.069034569613291751e+04
3.952608359429773688e+07, 7.362941845079234123e+09, 3.110505972995409320e+04
3.489089943245211989e+07, 7.576950375641701698e+09, 3.163834922886708227e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
5.167582708100648969e+07, 6.976121720964271545e+09, 2.892791460368139451e+04
5.106433907334404439e+07, 6.964998019470921516e+09, 2.907235263170722828e+04
5.037112243112953007e+07, 6.976689973623836517e+09, 2.923076107055659668e+04
4.957597406384181231e+07, 6.997353562204332352e+09, 2.940548000463940480e+04
4.865155609981319308e+07, 7.023027497215060234e+09, 2.959965999559733609e+04
4.756426973950184882e+07, 7.057805914281888008e+09, 2.981876094131379068e+04
4.624927665952417254e+07, 7.105488755027390480e+09, 3.006732251521082435e+04
4.459386146326183528e+07, 7.179018026618577003e+09, 3.035227835181786941e+04
4.245743451685085893e+07, 7.252178291734919548e+09, 3.069039061317861706e+04
3.952618321544690430e+07, 7.361244432208927155e+09, 3.110503170365225742e+04
3.489089943245211989e+07, 7.576950375641701698e+09, 3.163834922886708227e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
5.167850417268824577e+07, 6.957484765591967583e+09, 2.892871774649470899e+04
5.106418639293755591e+07, 6.965027259389114380e+09, 2.907231616829171253e+04
5.037112243112953007e+07, 6.976689973623836517e+09, 2.923076107055659668e+04
4.957597406384181231e+07, 6.997353562204332352e+09, 2.940548000463940480e+04
4.865158624401879311e+07, 7.021862813947904587e+09, 2.959966551614953278e+04
4.756445757115462422e+07, 7.057876616693566322e+09, 2.981879525761932018e+04
4.624927665952417254e+07, 7.105488755027390480e+09, 3.006732251521082435e+04
4.459406204024614394e+07, 7.179658901976430893e+09, 3.035223480226464380e+04
4.245743451685085893e+07, 7.252178291734919548e+09, 3.069039061317861706e+04
3.952598180901257694e+07, 7.363337458547300339e+09, 3.110504952041225624e+04
3.489089943245211989e+07, 7.576950375641701698e+09, 3.163834922886708227e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
5.167849549696982652e+07, 6.958755387423052788e+09, 2.892875734668117366e+04
5.106446669668153673e+07, 6.967294463562047958e+09, 2.907238331730680147e+04
5.037088917895788699e+07, 6.976676182000845909e+09, 2.923082208113327215e+04
4.957659010099823773e+07, 6.997399808357561111e+09, 2.940545813767618165e+04
4.865179155506620556e+07, 7.023365648655823708e+09, 2.959964424523119669e+04
4.756431191029652208e+07, 7.053442881100531578e+09, 2.981877385833787412e+04
4.624927665952417254e+07, 7.105488755027390480e+09, 3.006732251521082435e+04
4.459406204024614394e+07, 7.179658901976430893e+09, 3.035223480226464380e+04
4.245743451685085893e+07, 7.252178291734919548e+09, 3.069039061317861706e+04
3.952598180901257694e+07, 7.363337458547300339e+09, 3.110504952041225624e+04
3.489069350240473449e+07, 7.577767691672220230e+09, 3.163832892367713066e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
5.167849549696983397e+07, 6.958755177522825241e+09, 2.892875710008045644e+04
5.106441725060437620e+07, 6.965070079613407135e+09, 2.907231704601138699e+04
5.037094401002918184e+07, 6.976804998776651382e+09, 2.923069859861532314e+04
4.957659010099823773e+07, 6.997399808357561111e+09, 2.940545813767618165e+04
4.865179155506620556e+07, 7.023365648655823708e+09, 2.959964424523119669e+04
4.756411548739983886e+07, 7.053767785004378319e+09, 2.981873602999607101e+04
4.624901653684230894e+07, 7.105481366178531647e+09, 3.006736750224759453e+04
4.459406204024614394e+07, 7.179658901976430893e+09, 3.035223480226464380e+04
4.245743451685085893e+07, 7.252178291734919548e+09, 3.069039061317861706e+04
3.952598180901257694e+07, 7.363337458547300339e+09, 3.110504952041225624e+04
3.489069350240473449e+07, 7.577767828775968552e+09, 3.163833396585165247e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
5.167847873813477904e+07, 6.956300524431108475e+09, 2.892867351382833294e+04
5.106430061533956230e+07, 6.966072649192982674e+09, 2.907238257453884944e+04
5.037093687762565911e+07, 6.976588432729042053e+09, 2.923073285471387135e+04
4.957597406384181231e+07, 6.997353562204332352e+09, 2.940548000463940480e+04
4.865179155506620556e+07, 7.023365648655823708e+09, 2.959964424523119669e+04
4.756423866006848216e+07, 7.057662537651043892e+09, 2.981885183741421861e+04
4.624896191524592042e+07, 7.105577113930039406e+09, 3.006736749503234387e+04
4.459406204024614394e+07, 7.179658901976430893e+09, 3.035223480226464380e+04
4.245759340292876959e+07, 7.252113263226360321e+09, 3.069037287240812293e+04
3.952607555121987313e+07, 7.363912648760637283e+09, 3.110507870424880093e+04
3.489069350240473449e+07, 7.577768007438145638e+09, 3.163832928346707195e+04
1.878516875717394054e+07, 8.268222631853568077e+09, 3.243611458505114206e+04
4.763625637148398161e+07, 7.888416046022874832e+09, 2.686422083766912328e+04
4.734787745262359083e+07, 7.866156710174897194e+09, 2.727477304261050813e+04
4.700700984753122926e+07, 7.839869910412160873e+09, 2.768880925539098462e+04
4.660251163557673246e+07, 7.808643255376591682e+09, 2.810858336780778336e+04
4.612633758740465343e+07, 7.771887383924324036e+09, 2.853854833999241237e+04
4.556977979478036612e+07, 7.728952015262893677e+09, 2.898422337164664714e+04
4.489268403968223184e+07, 7.676725541957066536e+09, 2.944696135679412328e+04
4.401296416342442483e+07, 7.608852445121108055e+09, 2.992760680703501566e+04
4.277709433624667674e+07, 7.513459203852742195e+09, 3.043132134917473741e+04
4.061784995672556758e+07, 7.346819377293142319e+09, 3.095582490136927299e+04
3.585315779825039208e+07, 7.525854800770299911e+09, 3.153739678032188749e+04
1.879183810735411942e+07, 8.265315626746935844e+09, 3.243611235741432392e+04
4.915421829380917549e+07, 7.730310045183406830e+09, 2.741997191369608117e+04
4.885094923550886661e+07, 7.700860329528736115e+09, 2.777514774813191252e+04
